"GeneName" "ImmunePathway"
"1222" "HTR3E" "Cytokine_Receptors"
"1223" "IFNAR1" "Cytokine_Receptors"
"1224" "IFNAR2" "Cytokine_Receptors"
"1225" "IFNGR1" "Cytokine_Receptors"
"1226" "IFNGR2" "Cytokine_Receptors"
"1227" "IGF1R" "Cytokine_Receptors"
"1228" "IGF2R" "Cytokine_Receptors"
"1229" "IL10RA" "Cytokine_Receptors"
"1230" "IL10RB" "Cytokine_Receptors"
"1231" "IL11RA" "Cytokine_Receptors"
"1232" "IL12RB1" "Cytokine_Receptors"
"1233" "IL12RB2" "Cytokine_Receptors"
"1234" "IL13RA1" "Cytokine_Receptors"
"1235" "IL13RA2" "Cytokine_Receptors"
"1236" "IL15RA" "Cytokine_Receptors"
"1237" "IL2RB" "Cytokine_Receptors"
"1238" "IL17RA" "Cytokine_Receptors"
"1239" "IL17RB" "Cytokine_Receptors"
"1240" "IL17RC" "Cytokine_Receptors"
"1241" "IL17RD" "Cytokine_Receptors"
"1242" "IL17RE" "Cytokine_Receptors"
"1243" "IL18R1" "Cytokine_Receptors"
"1244" "IL18RAP" "Cytokine_Receptors"
"1245" "IL1R1" "Cytokine_Receptors"
"1246" "IL1R2" "Cytokine_Receptors"
"1247" "IL1RAP" "Cytokine_Receptors"
"1248" "IL1RL1" "Cytokine_Receptors"
"1249" "IL1RL2" "Cytokine_Receptors"
"1250" "IL20RA" "Cytokine_Receptors"
"1251" "IL20RB" "Cytokine_Receptors"
"1252" "IL21R" "Cytokine_Receptors"
"1253" "IL22RA1" "Cytokine_Receptors"
"1254" "IL22RA2" "Cytokine_Receptors"
"1255" "IL23R" "Cytokine_Receptors"
"1256" "IL27RA" "Cytokine_Receptors"
"1257" "IFNLR1" "Cytokine_Receptors"
"1258" "IL2RA" "Cytokine_Receptors"
"1259" "IL2RB" "Cytokine_Receptors"
"1260" "IL2RG" "Cytokine_Receptors"
"1261" "IL31RA" "Cytokine_Receptors"
"1262" "IL3RA" "Cytokine_Receptors"
"1263" "IL4R" "Cytokine_Receptors"
"1264" "IL5RA" "Cytokine_Receptors"
"1265" "IL6R" "Cytokine_Receptors"
"1266" "IL7R" "Cytokine_Receptors"
"1267" "CXCR1" "Cytokine_Receptors"
"1268" "CXCR2" "Cytokine_Receptors"
"1269" "IL9R" "Cytokine_Receptors"
"1270" "INSR" "Cytokine_Receptors"
"1271" "KDR" "Cytokine_Receptors"
"1272" "LEPR" "Cytokine_Receptors"
"1273" "LGR4" "Cytokine_Receptors"
"1274" "LGR5" "Cytokine_Receptors"
"1275" "LGR6" "Cytokine_Receptors"
"1276" "LHCGR" "Cytokine_Receptors"
"1277" "LIFR" "Cytokine_Receptors"
"1278" "LTB4R" "Cytokine_Receptors"
"1279" "LTB4R2" "Cytokine_Receptors"
"1280" "LTBR" "Cytokine_Receptors"
"1281" "MC1R" "Cytokine_Receptors"
"1282" "MC2R" "Cytokine_Receptors"
"1283" "MC3R" "Cytokine_Receptors"
"1284" "MC4R" "Cytokine_Receptors"
"1285" "MCHR1" "Cytokine_Receptors"
"1286" "MCHR2" "Cytokine_Receptors"
"1287" "MET" "Cytokine_Receptors"
"1288" "MLNR" "Cytokine_Receptors"
"1289" "MPL" "Cytokine_Receptors"
"1290" "MTNR1A" "Cytokine_Receptors"
"1291" "MTNR1B" "Cytokine_Receptors"
"1292" "NGFR" "Cytokine_Receptors"
"1293" "NMBR" "Cytokine_Receptors"
"1294" "NPR1" "Cytokine_Receptors"
"1295" "NPR3" "Cytokine_Receptors"
"1296" "NR0B1" "Cytokine_Receptors"
"1297" "NR0B2" "Cytokine_Receptors"
"1298" "NR1D1" "Cytokine_Receptors"
"1299" "NR1D2" "Cytokine_Receptors"
"1300" "NR1H2" "Cytokine_Receptors"
"1301" "NR1H3" "Cytokine_Receptors"
"1302" "NR1H4" "Cytokine_Receptors"
"1303" "NR1I2" "Cytokine_Receptors"
"1304" "NR1I3" "Cytokine_Receptors"
"1305" "NR2C1" "Cytokine_Receptors"
"1306" "NR2C2" "Cytokine_Receptors"
"1307" "NR2E1" "Cytokine_Receptors"
"1308" "NR2E3" "Cytokine_Receptors"
"1309" "NR2F1" "Cytokine_Receptors"
"1310" "NR2F2" "Cytokine_Receptors"
"1311" "NR2F6" "Cytokine_Receptors"
"1312" "NR3C1" "Cytokine_Receptors"
"1313" "NR3C2" "Cytokine_Receptors"
"1314" "NR4A1" "Cytokine_Receptors"
"1315" "NR4A2" "Cytokine_Receptors"
"1316" "NR4A3" "Cytokine_Receptors"
"1317" "NR5A1" "Cytokine_Receptors"
"1318" "NR5A2" "Cytokine_Receptors"
"1319" "NR6A1" "Cytokine_Receptors"
"1320" "NRP1" "Cytokine_Receptors"
"1321" "NRP2" "Cytokine_Receptors"
"1322" "OGFR" "Cytokine_Receptors"
"1323" "OPRD1" "Cytokine_Receptors"
"1324" "OPRK1" "Cytokine_Receptors"
"1325" "OPRL1" "Cytokine_Receptors"
"1326" "OPRM1" "Cytokine_Receptors"
"1327" "OSMR" "Cytokine_Receptors"
"1328" "OXTR" "Cytokine_Receptors"
"1329" "PGR" "Cytokine_Receptors"
"1330" "PGRMC2" "Cytokine_Receptors"
"1331" "PLAUR" "Cytokine_Receptors"
"1332" "PLXNA1" "Cytokine_Receptors"
"1333" "PLXNA2" "Cytokine_Receptors"
"1334" "PLXNA3" "Cytokine_Receptors"
"1335" "PLXNA4" "Cytokine_Receptors"
"1336" "PLXNB1" "Cytokine_Receptors"
"1337" "PLXNB2" "Cytokine_Receptors"
"1338" "PLXNB3" "Cytokine_Receptors"
"1339" "PLXNC1" "Cytokine_Receptors"
"1340" "PLXND1" "Cytokine_Receptors"
"1341" "PPARA" "Cytokine_Receptors"
"1342" "PPARD" "Cytokine_Receptors"
"1343" "PPARG" "Cytokine_Receptors"
"1344" "PRLHR" "Cytokine_Receptors"
"1345" "PRLR" "Cytokine_Receptors"
"1346" "PTAFR" "Cytokine_Receptors"
"1347" "PTGDR" "Cytokine_Receptors"
"1348" "PTGDS" "Cytokine_Receptors"
"1349" "PTGER1" "Cytokine_Receptors"
"1350" "PTGER2" "Cytokine_Receptors"
"1351" "PTGER3" "Cytokine_Receptors"
"1352" "PTGER4" "Cytokine_Receptors"
"1353" "PTGFR" "Cytokine_Receptors"
"1354" "PTH1R" "Cytokine_Receptors"
"1355" "PTH2R" "Cytokine_Receptors"
"1356" "RARA" "Cytokine_Receptors"
"1357" "RARB" "Cytokine_Receptors"
"1358" "RARG" "Cytokine_Receptors"
"1359" "ROBO1" "Cytokine_Receptors"
"1360" "ROBO2" "Cytokine_Receptors"
"1361" "ROBO3" "Cytokine_Receptors"
"1362" "RORA" "Cytokine_Receptors"
"1363" "RORB" "Cytokine_Receptors"
"1364" "RORC" "Cytokine_Receptors"
"1365" "RXFP1" "Cytokine_Receptors"
"1366" "RXFP2" "Cytokine_Receptors"
"1367" "RXFP3" "Cytokine_Receptors"
"1368" "RXRA" "Cytokine_Receptors"
"1369" "RXRB" "Cytokine_Receptors"
"1370" "RXRG" "Cytokine_Receptors"
"1371" "S1PR1" "Cytokine_Receptors"
"1372" "S1PR2" "Cytokine_Receptors"
"1373" "SCTR" "Cytokine_Receptors"
"1374" "SDC1" "Cytokine_Receptors"
"1375" "SDC2" "Cytokine_Receptors"
"1376" "SDC3" "Cytokine_Receptors"
"1377" "SDC4" "Cytokine_Receptors"
"1378" "SORT1" "Cytokine_Receptors"
"1379" "SSTR1" "Cytokine_Receptors"
"1380" "SSTR2" "Cytokine_Receptors"
"1381" "SSTR5" "Cytokine_Receptors"
"1382" "ST2" "Cytokine_Receptors"
"1383" "TACR1" "Cytokine_Receptors"
"1384" "TEK" "Cytokine_Receptors"
"1385" "TGFBR1" "Cytokine_Receptors"
"1386" "TGFBR2" "Cytokine_Receptors"
"1387" "TGFBR3" "Cytokine_Receptors"
"1388" "THRA" "Cytokine_Receptors"
"1389" "THRB" "Cytokine_Receptors"
"1390" "TIE1" "Cytokine_Receptors"
"1391" "TNFRSF10A" "Cytokine_Receptors"
"1392" "TNFRSF10B" "Cytokine_Receptors"
"1393" "TNFRSF10C" "Cytokine_Receptors"
"1394" "TNFRSF10D" "Cytokine_Receptors"
"1395" "TNFRSF11A" "Cytokine_Receptors"
"1396" "TNFRSF12A" "Cytokine_Receptors"
"1397" "TNFRSF13B" "Cytokine_Receptors"
"1398" "TNFRSF13C" "Cytokine_Receptors"
"1399" "TNFRSF14" "Cytokine_Receptors"
"1400" "TNFRSF17" "Cytokine_Receptors"
"1401" "TNFRSF18" "Cytokine_Receptors"
"1402" "TNFRSF19" "Cytokine_Receptors"
"1403" "TNFRSF1A" "Cytokine_Receptors"
"1404" "TNFRSF1B" "Cytokine_Receptors"
"1405" "TNFRSF21" "Cytokine_Receptors"
"1406" "TNFRSF25" "Cytokine_Receptors"
"1407" "TNFRSF4" "Cytokine_Receptors"
"1408" "TNFRSF6B" "Cytokine_Receptors"
"1409" "TNFRSF8" "Cytokine_Receptors"
"1410" "TNFRSF9" "Cytokine_Receptors"
"1411" "TRHR" "Cytokine_Receptors"
"1412" "TSHR" "Cytokine_Receptors"
"1413" "TUBB3" "Cytokine_Receptors"
"1414" "VDR" "Cytokine_Receptors"
"1415" "VIPR1" "Cytokine_Receptors"
"1416" "VIPR2" "Cytokine_Receptors"
"1417" "XCR1" "Cytokine_Receptors"
"1418" "ADIPOQ" "Cytokines"
"1419" "ADM" "Cytokines"
"1420" "ADM2" "Cytokines"
"1421" "AGRP" "Cytokines"
"1422" "AGT" "Cytokines"
"1423" "AMBN" "Cytokines"
"1424" "AMELX" "Cytokines"
"1425" "AMH" "Cytokines"
"1426" "ANGPTL5" "Cytokines"
"1427" "ANGPTL7" "Cytokines"
"1428" "APLN" "Cytokines"
"1429" "AREG" "Cytokines"
"1430" "MANF" "Cytokines"
"1431" "CDNF" "Cytokines"
"1432" "ARTN" "Cytokines"
"1433" "AVP" "Cytokines"
"1434" "AZU1" "Cytokines"
"1435" "BDNF" "Cytokines"
"1436" "BMP1" "Cytokines"
"1437" "BMP10" "Cytokines"
"1438" "BMP15" "Cytokines"
"1439" "BMP2" "Cytokines"
"1440" "BMP3" "Cytokines"
"1441" "BMP4" "Cytokines"
"1442" "BMP5" "Cytokines"
"1443" "BMP6" "Cytokines"
"1444" "BMP7" "Cytokines"
"1445" "BMP8A" "Cytokines"
"1446" "BMP8B" "Cytokines"
"1447" "BTC" "Cytokines"
"1448" "MYDGF" "Cytokines"
"1449" "C3" "Cytokines"
"1450" "C5" "Cytokines"
"1451" "CALCA" "Cytokines"
"1452" "CALCB" "Cytokines"
"1453" "CAMP" "Cytokines"
"1454" "CAT" "Cytokines"
"1455" "CCK" "Cytokines"
"1456" "CCL1" "Cytokines"
"1457" "CCL11" "Cytokines"
"1458" "CCL13" "Cytokines"
"1459" "CCL14" "Cytokines"
"1460" "CCL15-CCL14" "Cytokines"
"1461" "CCL15" "Cytokines"
"1462" "CCL16" "Cytokines"
"1463" "CCL17" "Cytokines"
"1464" "CCL18" "Cytokines"
"1465" "CCL19" "Cytokines"
"1466" "CCL2" "Cytokines"
"1467" "CCL20" "Cytokines"
"1468" "CCL21" "Cytokines"
"1469" "CCL22" "Cytokines"
"1470" "CCL23" "Cytokines"
"1471" "CCL24" "Cytokines"
"1472" "CCL25" "Cytokines"
"1473" "CCL26" "Cytokines"
"1474" "CCL27" "Cytokines"
"1475" "CCL28" "Cytokines"
"1476" "CCL3" "Cytokines"
"1477" "CCL3L1" "Cytokines"
"1478" "CCL3P1" "Cytokines"
"1479" "CCL3L3" "Cytokines"
"1480" "CCL4" "Cytokines"
"1481" "CCL4L2" "Cytokines"
"1482" "CCL4L1" "Cytokines"
"1483" "CCL5" "Cytokines"
"1484" "CCL7" "Cytokines"
"1485" "CCL8" "Cytokines"
"1486" "CD320" "Cytokines"
"1487" "CD40LG" "Cytokines"
"1488" "CD70" "Cytokines"
"1489" "ADA2" "Cytokines"
"1490" "CER1" "Cytokines"
"1491" "CGA" "Cytokines"
"1492" "CGB3" "Cytokines"
"1493" "CGB1" "Cytokines"
"1494" "CGB2" "Cytokines"
"1495" "CGB5" "Cytokines"
"1496" "CGB7" "Cytokines"
"1497" "CGB8" "Cytokines"
"1498" "CHGA" "Cytokines"
"1499" "CHGB" "Cytokines"
"1500" "CKLF" "Cytokines"
"1501" "CLCF1" "Cytokines"
"1502" "CLEC11A" "Cytokines"
"1503" "CMA1" "Cytokines"
"1504" "CMTM1" "Cytokines"
"1505" "CMTM2" "Cytokines"
"1506" "CMTM3" "Cytokines"
"1507" "CMTM4" "Cytokines"
"1508" "CMTM5" "Cytokines"
"1509" "CMTM6" "Cytokines"
"1510" "CMTM7" "Cytokines"
"1511" "CMTM8" "Cytokines"
"1512" "CNTF" "Cytokines"
"1513" "CORT" "Cytokines"
"1514" "CRH" "Cytokines"
"1515" "CSF1" "Cytokines"
"1516" "CSF2" "Cytokines"
"1517" "CSF3" "Cytokines"
"1518" "CSH1" "Cytokines"
"1519" "CSH2" "Cytokines"
"1520" "CSHL1" "Cytokines"
"1521" "CSPG5" "Cytokines"
"1522" "CTF1" "Cytokines"
"1523" "CCN2" "Cytokines"
"1524" "CTSG" "Cytokines"
"1525" "CX3CL1" "Cytokines"
"1526" "CXCL1" "Cytokines"
"1527" "CXCL10" "Cytokines"
"1528" "CXCL11" "Cytokines"
"1529" "CXCL12" "Cytokines"
"1530" "CXCL13" "Cytokines"
"1531" "CXCL14" "Cytokines"
"1532" "CXCL16" "Cytokines"
"1533" "CXCL17" "Cytokines"
"1534" "CXCL2" "Cytokines"
"1535" "CXCL3" "Cytokines"
"1536" "CXCL5" "Cytokines"
"1537" "CXCL6" "Cytokines"
"1538" "CXCL9" "Cytokines"
"1539" "CCN1" "Cytokines"
"1540" "DEFA1" "Cytokines"
"1541" "DEFA3" "Cytokines"
"1542" "DEFA5" "Cytokines"
"1543" "DEFB1" "Cytokines"
"1544" "DEFB103B" "Cytokines"
"1545" "DEFB104A" "Cytokines"
"1546" "DEFB4A" "Cytokines"
"1547" "DKK1" "Cytokines"
"1548" "EBI3" "Cytokines"
"1549" "EDN1" "Cytokines"
"1550" "EDN2" "Cytokines"
"1551" "EDN3" "Cytokines"
"1552" "EGF" "Cytokines"
"1553" "EPGN" "Cytokines"
"1554" "EPO" "Cytokines"
"1555" "EREG" "Cytokines"
"1556" "ESM1" "Cytokines"
"1557" "FAM3B" "Cytokines"
"1558" "FAM3C" "Cytokines"
"1559" "FAM3D" "Cytokines"
"1560" "FASLG" "Cytokines"
"1561" "FGF1" "Cytokines"
"1562" "FGF10" "Cytokines"
"1563" "FGF11" "Cytokines"
"1564" "FGF12" "Cytokines"
"1565" "FGF13" "Cytokines"
"1566" "FGF14" "Cytokines"
"1567" "FGF16" "Cytokines"
"1568" "FGF17" "Cytokines"
"1569" "FGF18" "Cytokines"
"1570" "FGF19" "Cytokines"
"1571" "FGF2" "Cytokines"
"1572" "FGF20" "Cytokines"
"1573" "FGF21" "Cytokines"
"1574" "FGF22" "Cytokines"
"1575" "FGF23" "Cytokines"
"1576" "FGF3" "Cytokines"
"1577" "FGF4" "Cytokines"
"1578" "FGF5" "Cytokines"
"1579" "FGF6" "Cytokines"
"1580" "FGF7" "Cytokines"
"1581" "FGF8" "Cytokines"
"1582" "FGF9" "Cytokines"
"1583" "VEGFD" "Cytokines"
"1584" "FIGNL2" "Cytokines"
"1585" "FLT3LG" "Cytokines"
"1586" "FSHB" "Cytokines"
"1587" "GAL" "Cytokines"
"1588" "GALP" "Cytokines"
"1589" "GAST" "Cytokines"
"1590" "GCG" "Cytokines"
"1591" "GDF1" "Cytokines"
"1592" "GDF10" "Cytokines"
"1593" "GDF11" "Cytokines"
"1594" "GDF15" "Cytokines"
"1595" "GDF2" "Cytokines"
"1596" "GDF3" "Cytokines"
"1597" "GDF5" "Cytokines"
"1598" "GDF6" "Cytokines"
"1599" "GDF7" "Cytokines"
"1600" "GDF9" "Cytokines"
"1601" "GDNF" "Cytokines"
"1602" "GH1" "Cytokines"
"1603" "GH2" "Cytokines"
"1604" "GHRH" "Cytokines"
"1605" "GHRL" "Cytokines"
"1606" "GIP" "Cytokines"
"1607" "GKN1" "Cytokines"
"1608" "GMFB" "Cytokines"
"1609" "GMFG" "Cytokines"
"1610" "GNRH1" "Cytokines"
"1611" "GNRH2" "Cytokines"
"1612" "GPHA2" "Cytokines"
"1613" "GPHB5" "Cytokines"
"1614" "GPI" "Cytokines"
"1615" "GREM1" "Cytokines"
"1616" "GREM2" "Cytokines"
"1617" "GRN" "Cytokines"
"1618" "GRP" "Cytokines"
"1619" "GUCA2A" "Cytokines"
"1620" "HAMP" "Cytokines"
"1621" "HBEGF" "Cytokines"
"1622" "HDGF" "Cytokines"
"1623" "HDGFL3" "Cytokines"
"1624" "HGF" "Cytokines"
"1625" "HTN3" "Cytokines"
"1626" "IAPP" "Cytokines"
"1627" "IFNA1" "Cytokines"
"1628" "IFNA10" "Cytokines"
"1629" "IFNA13" "Cytokines"
"1630" "IFNA14" "Cytokines"
"1631" "IFNA16" "Cytokines"
"1632" "IFNA17" "Cytokines"
"1633" "IFNA2" "Cytokines"
"1634" "IFNA21" "Cytokines"
"1635" "IFNA4" "Cytokines"
"1636" "IFNA5" "Cytokines"
"1637" "IFNA6" "Cytokines"
"1638" "IFNA7" "Cytokines"
"1639" "IFNA8" "Cytokines"
"1640" "IFNB1" "Cytokines"
"1641" "IFNE" "Cytokines"
"1642" "IFNG" "Cytokines"
"1643" "IFNK" "Cytokines"
"1644" "IFNW1" "Cytokines"
"1645" "IGF1" "Cytokines"
"1646" "IGF2" "Cytokines"
"1647" "IL10" "Cytokines"
"1648" "IL11" "Cytokines"
"1649" "IL12A" "Cytokines"
"1650" "IL12B" "Cytokines"
"1651" "IL13" "Cytokines"
"1652" "IL15" "Cytokines"
"1653" "IL16" "Cytokines"
"1654" "IL17A" "Cytokines"
"1655" "IL17B" "Cytokines"
"1656" "IL17C" "Cytokines"
"1657" "IL17D" "Cytokines"
"1658" "IL17F" "Cytokines"
"1659" "IL18" "Cytokines"
"1660" "IL19" "Cytokines"
"1661" "IL1A" "Cytokines"
"1662" "IL1B" "Cytokines"
"1663" "IL1F10" "Cytokines"
"1664" "IL36RN" "Cytokines"
"1665" "IL36A" "Cytokines"
"1666" "IL37" "Cytokines"
"1667" "IL36B" "Cytokines"
"1668" "IL36G" "Cytokines"
"1669" "IL1RN" "Cytokines"
"1670" "IL2" "Cytokines"
"1671" "IL20" "Cytokines"
"1672" "IL21" "Cytokines"
"1673" "IL22" "Cytokines"
"1674" "IL23A" "Cytokines"
"1675" "IL24" "Cytokines"
"1676" "IL25" "Cytokines"
"1677" "IL26" "Cytokines"
"1678" "IL27" "Cytokines"
"1679" "IFNL2" "Cytokines"
"1680" "IFNL3" "Cytokines"
"1681" "IFNL1" "Cytokines"
"1682" "IL3" "Cytokines"
"1683" "IL31" "Cytokines"
"1684" "IL32" "Cytokines"
"1685" "IL33" "Cytokines"
"1686" "IL34" "Cytokines"
"1687" "IL4" "Cytokines"
"1688" "IL5" "Cytokines"
"1689" "IL6" "Cytokines"
"1690" "IL6ST" "Cytokines"
"1691" "IL7" "Cytokines"
"1692" "CXCL8" "Cytokines"
"1693" "IL9" "Cytokines"
"1694" "INHA" "Cytokines"
"1695" "INHBA" "Cytokines"
"1696" "INHBB" "Cytokines"
"1697" "INHBC" "Cytokines"
"1698" "INHBE" "Cytokines"
"1699" "INS" "Cytokines"
"1700" "INS-IGF2" "Cytokines"
"1701" "INSL3" "Cytokines"
"1702" "INSL4" "Cytokines"
"1703" "INSL5" "Cytokines"
"1704" "INSL6" "Cytokines"
"1705" "JAG1" "Cytokines"
"1706" "JAG2" "Cytokines"
"1707" "FGF7P6" "Cytokines"
"1708" "FGF7P3" "Cytokines"
"1709" "KITLG" "Cytokines"
"1710" "KL" "Cytokines"
"1711" "LACRT" "Cytokines"
"1712" "LECT2" "Cytokines"
"1713" "LEFTY1" "Cytokines"
"1714" "LEFTY2" "Cytokines"
"1715" "LEP" "Cytokines"
"1716" "LHB" "Cytokines"
"1717" "LIF" "Cytokines"
"1718" "LRSAM1" "Cytokines"
"1719" "LTA" "Cytokines"
"1720" "LTB" "Cytokines"
"1721" "LTBP1" "Cytokines"
"1722" "LTBP2" "Cytokines"
"1723" "LTBP3" "Cytokines"
"1724" "LTBP4" "Cytokines"
"1725" "MDK" "Cytokines"
"1726" "MIA" "Cytokines"
"1727" "MIF" "Cytokines"
"1728" "MLN" "Cytokines"
"1729" "MSTN" "Cytokines"
"1730" "NAMPT" "Cytokines"
"1731" "NDP" "Cytokines"
"1732" "NENF" "Cytokines"
"1733" "NGF" "Cytokines"
"1734" "NMB" "Cytokines"
"1735" "NODAL" "Cytokines"
"1736" "CCN3" "Cytokines"
"1737" "NPFF" "Cytokines"
"1738" "NPPA" "Cytokines"
"1739" "NPPB" "Cytokines"
"1740" "NPPC" "Cytokines"
"1741" "NPY" "Cytokines"
"1742" "NRG1" "Cytokines"
"1743" "NRG2" "Cytokines"
"1744" "NRG3" "Cytokines"
"1745" "NRG4" "Cytokines"
"1746" "NRTN" "Cytokines"
"1747" "NTF3" "Cytokines"
"1748" "NTF4" "Cytokines"
"1749" "NTS" "Cytokines"
"1750" "NUDT6" "Cytokines"
"1751" "OGN" "Cytokines"
"1752" "OSGIN1" "Cytokines"
"1753" "OSM" "Cytokines"
"1754" "OSTN" "Cytokines"
"1755" "OXT" "Cytokines"
"1756" "ENDOU" "Cytokines"
"1757" "PDGFA" "Cytokines"
"1758" "PDGFB" "Cytokines"
"1759" "PDGFC" "Cytokines"
"1760" "PDGFD" "Cytokines"
"1761" "PDGFRA" "Cytokines"
"1762" "PDGFRB" "Cytokines"
"1763" "PDGFRL" "Cytokines"
"1764" "PDYN" "Cytokines"
"1765" "PENK" "Cytokines"
"1766" "PF4" "Cytokines"
"1767" "PF4V1" "Cytokines"
"1768" "PGF" "Cytokines"
"1769" "PLAU" "Cytokines"
"1770" "PMCH" "Cytokines"
"1771" "PNOC" "Cytokines"
"1772" "POMC" "Cytokines"
"1773" "PPBP" "Cytokines"
"1774" "PPBPP1" "Cytokines"
"1775" "PPBPP2" "Cytokines"
"1776" "PPY" "Cytokines"
"1777" "PRL" "Cytokines"
"1778" "PRLH" "Cytokines"
"1779" "PROK1" "Cytokines"
"1780" "PROK2" "Cytokines"
"1781" "PSPN" "Cytokines"
"1782" "PTH" "Cytokines"
"1783" "PTH2" "Cytokines"
"1784" "PTHLH" "Cytokines"
"1785" "PTN" "Cytokines"
"1786" "PYY" "Cytokines"
"1787" "QRFP" "Cytokines"
"1788" "RABEP1" "Cytokines"
"1789" "RABEP2" "Cytokines"
"1790" "REG1A" "Cytokines"
"1791" "RETN" "Cytokines"
"1792" "RETNLB" "Cytokines"
"1793" "RLN1" "Cytokines"
"1794" "RLN2" "Cytokines"
"1795" "RLN3" "Cytokines"
"1796" "RNASE2" "Cytokines"
"1797" "S100A6" "Cytokines"
"1798" "SAA1" "Cytokines"
"1799" "SAA2" "Cytokines"
"1800" "SBDS" "Cytokines"
"1801" "SCG2" "Cytokines"
"1802" "SCGB3A1" "Cytokines"
"1803" "SCT" "Cytokines"
"1804" "AIMP1" "Cytokines"
"1805" "SECTM1" "Cytokines"
"1806" "SEMA3A" "Cytokines"
"1807" "SEMA3B" "Cytokines"
"1808" "SEMA3C" "Cytokines"
"1809" "SEMA3D" "Cytokines"
"1810" "SEMA3E" "Cytokines"
"1811" "SEMA3F" "Cytokines"
"1812" "SEMA3G" "Cytokines"
"1813" "SEMA4A" "Cytokines"
"1814" "SEMA4B" "Cytokines"
"1815" "SEMA4C" "Cytokines"
"1816" "SEMA4D" "Cytokines"
"1817" "SEMA4F" "Cytokines"
"1818" "SEMA4G" "Cytokines"
"1819" "SEMA5A" "Cytokines"
"1820" "SEMA5B" "Cytokines"
"1821" "SEMA6A" "Cytokines"
"1822" "SEMA6B" "Cytokines"
"1823" "SEMA6C" "Cytokines"
"1824" "SEMA6D" "Cytokines"
"1825" "SEMA7A" "Cytokines"
"1826" "SLIT1" "Cytokines"
"1827" "SLIT2" "Cytokines"
"1828" "SLURP1" "Cytokines"
"1829" "SPP1" "Cytokines"
"1830" "SST" "Cytokines"
"1831" "STC1" "Cytokines"
"1832" "STC2" "Cytokines"
"1833" "TAC1" "Cytokines"
"1834" "TDGF1" "Cytokines"
"1835" "TDGF1P3" "Cytokines"
"1836" "TG" "Cytokines"
"1837" "TGFA" "Cytokines"
"1838" "TGFB1" "Cytokines"
"1839" "TGFB2" "Cytokines"
"1840" "TGFB3" "Cytokines"
"1841" "THPO" "Cytokines"
"1842" "TNC" "Cytokines"
"1843" "TNF" "Cytokines"
"1844" "TNFRSF11B" "Cytokines"
"1845" "TNFSF10" "Cytokines"
"1846" "TNFSF11" "Cytokines"
"1847" "TNFSF12" "Cytokines"
"1848" "TNFSF13" "Cytokines"
"1849" "TNFSF13B" "Cytokines"
"1850" "TNFSF14" "Cytokines"
"1851" "TNFSF15" "Cytokines"
"1852" "TNFSF18" "Cytokines"
"1853" "TNFSF4" "Cytokines"
"1854" "TNFSF8" "Cytokines"
"1855" "TNFSF9" "Cytokines"
"1856" "TOR2A" "Cytokines"
"1857" "TRH" "Cytokines"
"1858" "TSHB" "Cytokines"
"1859" "TSLP" "Cytokines"
"1860" "TXLNA" "Cytokines"
"1861" "TYMP" "Cytokines"
"1862" "UCN" "Cytokines"
"1863" "UCN2" "Cytokines"
"1864" "UCN3" "Cytokines"
"1865" "UTS2" "Cytokines"
"1866" "UTS2B" "Cytokines"
"1867" "VEGFA" "Cytokines"
"1868" "VEGFB" "Cytokines"
"1869" "VEGFC" "Cytokines"
"1870" "VGF" "Cytokines"
"1871" "VIP" "Cytokines"
"1872" "XCL1" "Cytokines"
"1873" "XCL2" "Cytokines"
"1874" "IFNAR2" "Interferons_Receptors"
"1875" "IFNGR1" "Interferons_Receptors"
"1876" "IFNGR2" "Interferons_Receptors"
"1877" "IFNA10" "Interferons"
"1878" "IFNA13" "Interferons"
"1879" "IFNA14" "Interferons"
"1880" "IFNA16" "Interferons"
"1881" "IFNA17" "Interferons"
"1882" "IFNA2" "Interferons"
"1883" "IFNA21" "Interferons"
"1884" "IFNA4" "Interferons"
"1885" "IFNA5" "Interferons"
"1886" "IFNA6" "Interferons"
"1887" "IFNA7" "Interferons"
"1888" "IFNA8" "Interferons"
"1889" "IFNB1" "Interferons"
"1890" "IFNE" "Interferons"
"1891" "IFNG" "Interferons"
"1892" "IFNK" "Interferons"
"1893" "IFNW1" "Interferons"
"1894" "IL10RA" "Interleukins_Receptors"
"1895" "IL10RB" "Interleukins_Receptors"
"1896" "IL11RA" "Interleukins_Receptors"
"1897" "IL12RB1" "Interleukins_Receptors"
"1898" "IL12RB2" "Interleukins_Receptors"
"1899" "IL13RA1" "Interleukins_Receptors"
"1900" "IL13RA2" "Interleukins_Receptors"
"1901" "IL15RA" "Interleukins_Receptors"
"1902" "IL2RB" "Interleukins_Receptors"
"1903" "IL17RA" "Interleukins_Receptors"
"1904" "IL17RB" "Interleukins_Receptors"
"1905" "IL17RC" "Interleukins_Receptors"
"1906" "IL17RD" "Interleukins_Receptors"
"1907" "IL17RE" "Interleukins_Receptors"
"1908" "IL18R1" "Interleukins_Receptors"
"1909" "IL18RAP" "Interleukins_Receptors"
"1910" "IL1R1" "Interleukins_Receptors"
"1911" "IL1R2" "Interleukins_Receptors"
"1912" "IL1RAP" "Interleukins_Receptors"
"1913" "IL1RL1" "Interleukins_Receptors"
"1914" "IL1RL2" "Interleukins_Receptors"
"1915" "IL20RA" "Interleukins_Receptors"
"1916" "IL20RB" "Interleukins_Receptors"
